movie_id,customer_mail_address,watch_date,price,invoiced
4,justo@vulputate.com,2016-12-15 00:00:00 +0000,2.5,0
4,mattis.semper@In.net,2016-12-15 00:00:00 +0000,2.5,0
4,natoque.penatibus.et@vulputatedui.net,2016-12-15 00:00:00 +0000,2.5,0
4,orci@quam.net,2016-12-15 00:00:00 +0000,2.5,0
4,rhoncus.id@etrutrum.com,2016-12-15 00:00:00 +0000,2.5,0
4,sapien.molestie@acnullaIn.net,2016-12-15 00:00:00 +0000,2.5,0
4,Sed.nulla.ante@nunc.org,2016-12-15 00:00:00 +0000,2.5,0
4,sem.eget.massa@Fuscedolor.com,2016-12-15 00:00:00 +0000,2.5,0
5,aliquet.vel@Nuncmauris.co.uk,2016-12-14 00:00:00 +0000,2.5,1
5,arcu@natoquepenatibus.org,2016-12-14 00:00:00 +0000,2.5,1
5,blandit.mattis@dapibus.org,2016-12-14 00:00:00 +0000,2.5,1
5,Cras.vehicula@egetmassa.co.uk,2016-12-14 00:00:00 +0000,2.5,1
5,Curabitur.ut.odio@nisi.net,2016-12-14 00:00:00 +0000,2.5,1
5,dapibus.quam.quis@fames.org,2016-12-14 00:00:00 +0000,2.5,1
5,dictum.eu@nonlobortis.co.uk,2016-12-14 00:00:00 +0000,2.5,1
5,dolor.dapibus@aliquetProin.org,2016-12-14 00:00:00 +0000,2.5,1
5,eget.varius@nunc.co.uk,2016-12-14 00:00:00 +0000,2.5,1
5,faucibus@ametorciUt.net,2016-12-14 00:00:00 +0000,2.5,1
5,justo@vulputate.com,2016-12-14 00:00:00 +0000,2.5,1
5,mattis.semper@In.net,2016-12-14 00:00:00 +0000,2.5,1
5,natoque.penatibus.et@vulputatedui.net,2016-12-14 00:00:00 +0000,2.5,1
5,orci@quam.net,2016-12-14 00:00:00 +0000,2.5,1
5,rhoncus.id@etrutrum.com,2016-12-14 00:00:00 +0000,2.5,1
5,sapien.molestie@acnullaIn.net,2016-12-14 00:00:00 +0000,2.5,1
5,Sed.nulla.ante@nunc.org,2016-12-14 00:00:00 +0000,2.5,1
5,sem.eget.massa@Fuscedolor.com,2016-12-14 00:00:00 +0000,2.5,1
6,aliquet.vel@Nuncmauris.co.uk,2016-12-13 00:00:00 +0000,2.5,0
6,arcu@natoquepenatibus.org,2016-12-13 00:00:00 +0000,2.5,0
6,blandit.mattis@dapibus.org,2016-12-13 00:00:00 +0000,2.5,0
6,Cras.vehicula@egetmassa.co.uk,2016-12-13 00:00:00 +0000,2.5,0
6,Curabitur.ut.odio@nisi.net,2016-12-13 00:00:00 +0000,2.5,0
6,dapibus.quam.quis@fames.org,2016-12-13 00:00:00 +0000,2.5,0
6,dictum.eu@nonlobortis.co.uk,2016-12-13 00:00:00 +0000,2.5,0
6,dolor.dapibus@aliquetProin.org,2016-12-13 00:00:00 +0000,2.5,0
6,eget.varius@nunc.co.uk,2016-12-13 00:00:00 +0000,2.5,0
6,faucibus@ametorciUt.net,2016-12-13 00:00:00 +0000,2.5,0
6,justo@vulputate.com,2016-12-13 00:00:00 +0000,2.5,0
6,mattis.semper@In.net,2016-12-13 00:00:00 +0000,2.5,0
6,natoque.penatibus.et@vulputatedui.net,2016-12-13 00:00:00 +0000,2.5,0
6,orci@quam.net,2016-12-13 00:00:00 +0000,2.5,0
6,rhoncus.id@etrutrum.com,2016-12-13 00:00:00 +0000,2.5,0
6,sapien.molestie@acnullaIn.net,2016-12-13 00:00:00 +0000,2.5,0
6,Sed.nulla.ante@nunc.org,2016-12-13 00:00:00 +0000,2.5,0
6,sem.eget.massa@Fuscedolor.com,2016-12-13 00:00:00 +0000,2.5,0
7,aliquet.vel@Nuncmauris.co.uk,2016-12-12 00:00:00 +0000,2.5,1
7,arcu@natoquepenatibus.org,2016-12-12 00:00:00 +0000,2.5,1
7,blandit.mattis@dapibus.org,2016-12-12 00:00:00 +0000,2.5,1
7,Cras.vehicula@egetmassa.co.uk,2016-12-12 00:00:00 +0000,2.5,1
7,Curabitur.ut.odio@nisi.net,2016-12-12 00:00:00 +0000,2.5,1
7,dapibus.quam.quis@fames.org,2016-12-12 00:00:00 +0000,2.5,1
7,dictum.eu@nonlobortis.co.uk,2016-12-12 00:00:00 +0000,2.5,1
7,dolor.dapibus@aliquetProin.org,2016-12-12 00:00:00 +0000,2.5,1
7,eget.varius@nunc.co.uk,2016-12-12 00:00:00 +0000,2.5,1
7,faucibus@ametorciUt.net,2016-12-12 00:00:00 +0000,2.5,1
7,justo@vulputate.com,2016-12-12 00:00:00 +0000,2.5,1
7,mattis.semper@In.net,2016-12-12 00:00:00 +0000,2.5,1
7,natoque.penatibus.et@vulputatedui.net,2016-12-12 00:00:00 +0000,2.5,1
7,orci@quam.net,2016-12-12 00:00:00 +0000,2.5,1
7,rhoncus.id@etrutrum.com,2016-12-12 00:00:00 +0000,2.5,1
7,sapien.molestie@acnullaIn.net,2016-12-12 00:00:00 +0000,2.5,1
7,Sed.nulla.ante@nunc.org,2016-12-12 00:00:00 +0000,2.5,1
7,sem.eget.massa@Fuscedolor.com,2016-12-12 00:00:00 +0000,2.5,1
8,aliquet.vel@Nuncmauris.co.uk,2016-12-11 00:00:00 +0000,2.5,0
8,arcu@natoquepenatibus.org,2016-12-11 00:00:00 +0000,2.5,0
8,blandit.mattis@dapibus.org,2016-12-11 00:00:00 +0000,2.5,0
8,Cras.vehicula@egetmassa.co.uk,2016-12-11 00:00:00 +0000,2.5,0
8,Curabitur.ut.odio@nisi.net,2016-12-11 00:00:00 +0000,2.5,0
8,dapibus.quam.quis@fames.org,2016-12-11 00:00:00 +0000,2.5,0
8,dictum.eu@nonlobortis.co.uk,2016-12-11 00:00:00 +0000,2.5,0
8,dolor.dapibus@aliquetProin.org,2016-12-11 00:00:00 +0000,2.5,0
8,eget.varius@nunc.co.uk,2016-12-11 00:00:00 +0000,2.5,0
8,faucibus@ametorciUt.net,2016-12-11 00:00:00 +0000,2.5,0
8,justo@vulputate.com,2016-12-11 00:00:00 +0000,2.5,0
8,mattis.semper@In.net,2016-12-11 00:00:00 +0000,2.5,0
8,natoque.penatibus.et@vulputatedui.net,2016-12-11 00:00:00 +0000,2.5,0
8,orci@quam.net,2016-12-11 00:00:00 +0000,2.5,0
8,rhoncus.id@etrutrum.com,2016-12-11 00:00:00 +0000,2.5,0
8,sapien.molestie@acnullaIn.net,2016-12-11 00:00:00 +0000,2.5,0
8,Sed.nulla.ante@nunc.org,2016-12-11 00:00:00 +0000,2.5,0
8,sem.eget.massa@Fuscedolor.com,2016-12-11 00:00:00 +0000,2.5,0
9,aliquet.vel@Nuncmauris.co.uk,2016-12-10 00:00:00 +0000,2.5,1
9,arcu@natoquepenatibus.org,2016-12-10 00:00:00 +0000,2.5,1
9,blandit.mattis@dapibus.org,2016-12-10 00:00:00 +0000,2.5,1
9,Cras.vehicula@egetmassa.co.uk,2016-12-10 00:00:00 +0000,2.5,1
9,Curabitur.ut.odio@nisi.net,2016-12-10 00:00:00 +0000,2.5,1
9,dapibus.quam.quis@fames.org,2016-12-10 00:00:00 +0000,2.5,1
9,dictum.eu@nonlobortis.co.uk,2016-12-10 00:00:00 +0000,2.5,1
9,dolor.dapibus@aliquetProin.org,2016-12-10 00:00:00 +0000,2.5,1
9,eget.varius@nunc.co.uk,2016-12-10 00:00:00 +0000,2.5,1
9,faucibus@ametorciUt.net,2016-12-10 00:00:00 +0000,2.5,1
9,justo@vulputate.com,2016-12-10 00:00:00 +0000,2.5,1
9,mattis.semper@In.net,2016-12-10 00:00:00 +0000,2.5,1
9,natoque.penatibus.et@vulputatedui.net,2016-12-10 00:00:00 +0000,2.5,1
9,orci@quam.net,2016-12-10 00:00:00 +0000,2.5,1
9,rhoncus.id@etrutrum.com,2016-12-10 00:00:00 +0000,2.5,1
9,sapien.molestie@acnullaIn.net,2016-12-10 00:00:00 +0000,2.5,1
9,Sed.nulla.ante@nunc.org,2016-12-10 00:00:00 +0000,2.5,1
9,sem.eget.massa@Fuscedolor.com,2016-12-10 00:00:00 +0000,2.5,1
10,aliquet.vel@Nuncmauris.co.uk,2016-12-09 00:00:00 +0000,2.5,0
10,arcu@natoquepenatibus.org,2016-12-09 00:00:00 +0000,2.5,0
10,blandit.mattis@dapibus.org,2016-12-09 00:00:00 +0000,2.5,0
10,Cras.vehicula@egetmassa.co.uk,2016-12-09 00:00:00 +0000,2.5,0
10,Curabitur.ut.odio@nisi.net,2016-12-09 00:00:00 +0000,2.5,0
10,dapibus.quam.quis@fames.org,2016-12-09 00:00:00 +0000,2.5,0
10,dictum.eu@nonlobortis.co.uk,2016-12-09 00:00:00 +0000,2.5,0
10,dolor.dapibus@aliquetProin.org,2016-12-09 00:00:00 +0000,2.5,0
10,eget.varius@nunc.co.uk,2016-12-09 00:00:00 +0000,2.5,0
10,faucibus@ametorciUt.net,2016-12-09 00:00:00 +0000,2.5,0
10,justo@vulputate.com,2016-12-09 00:00:00 +0000,2.5,0
10,mattis.semper@In.net,2016-12-09 00:00:00 +0000,2.5,0
10,natoque.penatibus.et@vulputatedui.net,2016-12-09 00:00:00 +0000,2.5,0
10,orci@quam.net,2016-12-09 00:00:00 +0000,2.5,0
10,rhoncus.id@etrutrum.com,2016-12-09 00:00:00 +0000,2.5,0
10,sapien.molestie@acnullaIn.net,2016-12-09 00:00:00 +0000,2.5,0
10,Sed.nulla.ante@nunc.org,2016-12-09 00:00:00 +0000,2.5,0
10,sem.eget.massa@Fuscedolor.com,2016-12-09 00:00:00 +0000,2.5,0
11,aliquet.vel@Nuncmauris.co.uk,2016-12-08 00:00:00 +0000,2.5,1
11,arcu@natoquepenatibus.org,2016-12-08 00:00:00 +0000,2.5,1
11,blandit.mattis@dapibus.org,2016-12-08 00:00:00 +0000,2.5,1
11,Cras.vehicula@egetmassa.co.uk,2016-12-08 00:00:00 +0000,2.5,1
11,Curabitur.ut.odio@nisi.net,2016-12-08 00:00:00 +0000,2.5,1
11,dapibus.quam.quis@fames.org,2016-12-08 00:00:00 +0000,2.5,1
11,dictum.eu@nonlobortis.co.uk,2016-12-08 00:00:00 +0000,2.5,1
11,dolor.dapibus@aliquetProin.org,2016-12-08 00:00:00 +0000,2.5,1
11,eget.varius@nunc.co.uk,2016-12-08 00:00:00 +0000,2.5,1
11,faucibus@ametorciUt.net,2016-12-08 00:00:00 +0000,2.5,1
11,justo@vulputate.com,2016-12-08 00:00:00 +0000,2.5,1
11,mattis.semper@In.net,2016-12-08 00:00:00 +0000,2.5,1
11,natoque.penatibus.et@vulputatedui.net,2016-12-08 00:00:00 +0000,2.5,1
11,orci@quam.net,2016-12-08 00:00:00 +0000,2.5,1
11,rhoncus.id@etrutrum.com,2016-12-08 00:00:00 +0000,2.5,1
11,sapien.molestie@acnullaIn.net,2016-12-08 00:00:00 +0000,2.5,1
11,Sed.nulla.ante@nunc.org,2016-12-08 00:00:00 +0000,2.5,1
11,sem.eget.massa@Fuscedolor.com,2016-12-08 00:00:00 +0000,2.5,1
12,aliquet.vel@Nuncmauris.co.uk,2016-12-07 00:00:00 +0000,2.5,0
12,arcu@natoquepenatibus.org,2016-12-07 00:00:00 +0000,2.5,0
12,blandit.mattis@dapibus.org,2016-12-07 00:00:00 +0000,2.5,0
12,Cras.vehicula@egetmassa.co.uk,2016-12-07 00:00:00 +0000,2.5,0
12,Curabitur.ut.odio@nisi.net,2016-12-07 00:00:00 +0000,2.5,0
12,dapibus.quam.quis@fames.org,2016-12-07 00:00:00 +0000,2.5,0
12,dictum.eu@nonlobortis.co.uk,2016-12-07 00:00:00 +0000,2.5,0
12,dolor.dapibus@aliquetProin.org,2016-12-07 00:00:00 +0000,2.5,0
12,eget.varius@nunc.co.uk,2016-12-07 00:00:00 +0000,2.5,0
12,faucibus@ametorciUt.net,2016-12-07 00:00:00 +0000,2.5,0
12,justo@vulputate.com,2016-12-07 00:00:00 +0000,2.5,0
12,mattis.semper@In.net,2016-12-07 00:00:00 +0000,2.5,0
12,natoque.penatibus.et@vulputatedui.net,2016-12-07 00:00:00 +0000,2.5,0
12,orci@quam.net,2016-12-07 00:00:00 +0000,2.5,0
12,rhoncus.id@etrutrum.com,2016-12-07 00:00:00 +0000,2.5,0
12,sapien.molestie@acnullaIn.net,2016-12-07 00:00:00 +0000,2.5,0
12,Sed.nulla.ante@nunc.org,2016-12-07 00:00:00 +0000,2.5,0
12,sem.eget.massa@Fuscedolor.com,2016-12-07 00:00:00 +0000,2.5,0
13,aliquet.vel@Nuncmauris.co.uk,2016-12-06 00:00:00 +0000,2.5,1
13,arcu@natoquepenatibus.org,2016-12-06 00:00:00 +0000,2.5,1
13,blandit.mattis@dapibus.org,2016-12-06 00:00:00 +0000,2.5,1
13,Cras.vehicula@egetmassa.co.uk,2016-12-06 00:00:00 +0000,2.5,1
13,Curabitur.ut.odio@nisi.net,2016-12-06 00:00:00 +0000,2.5,1
13,dapibus.quam.quis@fames.org,2016-12-06 00:00:00 +0000,2.5,1
13,dictum.eu@nonlobortis.co.uk,2016-12-06 00:00:00 +0000,2.5,1
13,dolor.dapibus@aliquetProin.org,2016-12-06 00:00:00 +0000,2.5,1
13,eget.varius@nunc.co.uk,2016-12-06 00:00:00 +0000,2.5,1
13,faucibus@ametorciUt.net,2016-12-06 00:00:00 +0000,2.5,1
13,justo@vulputate.com,2016-12-06 00:00:00 +0000,2.5,1
13,mattis.semper@In.net,2016-12-06 00:00:00 +0000,2.5,1
13,natoque.penatibus.et@vulputatedui.net,2016-12-06 00:00:00 +0000,2.5,1
13,rhoncus.id@etrutrum.com,2016-12-06 00:00:00 +0000,2.5,1
13,sapien.molestie@acnullaIn.net,2016-12-06 00:00:00 +0000,2.5,1
13,Sed.nulla.ante@nunc.org,2016-12-06 00:00:00 +0000,2.5,1
13,sem.eget.massa@Fuscedolor.com,2016-12-06 00:00:00 +0000,2.5,1
14,aliquet.vel@Nuncmauris.co.uk,2016-12-05 00:00:00 +0000,2.5,0
14,arcu@natoquepenatibus.org,2016-12-05 00:00:00 +0000,2.5,0
14,blandit.mattis@dapibus.org,2016-12-05 00:00:00 +0000,2.5,0
14,Cras.vehicula@egetmassa.co.uk,2016-12-05 00:00:00 +0000,2.5,0
14,Curabitur.ut.odio@nisi.net,2016-12-05 00:00:00 +0000,2.5,0
14,dapibus.quam.quis@fames.org,2016-12-05 00:00:00 +0000,2.5,0
14,dictum.eu@nonlobortis.co.uk,2016-12-05 00:00:00 +0000,2.5,0
14,dolor.dapibus@aliquetProin.org,2016-12-05 00:00:00 +0000,2.5,0
14,eget.varius@nunc.co.uk,2016-12-05 00:00:00 +0000,2.5,0
14,faucibus@ametorciUt.net,2016-12-05 00:00:00 +0000,2.5,0
14,justo@vulputate.com,2016-12-05 00:00:00 +0000,2.5,0
14,mattis.semper@In.net,2016-12-05 00:00:00 +0000,2.5,0
14,natoque.penatibus.et@vulputatedui.net,2016-12-05 00:00:00 +0000,2.5,0
14,rhoncus.id@etrutrum.com,2016-12-05 00:00:00 +0000,2.5,0
14,sapien.molestie@acnullaIn.net,2016-12-05 00:00:00 +0000,2.5,0
14,Sed.nulla.ante@nunc.org,2016-12-05 00:00:00 +0000,2.5,0
14,sem.eget.massa@Fuscedolor.com,2016-12-05 00:00:00 +0000,2.5,0
15,aliquet.vel@Nuncmauris.co.uk,2016-12-04 00:00:00 +0000,2.5,1
15,arcu@natoquepenatibus.org,2016-12-04 00:00:00 +0000,2.5,1
15,blandit.mattis@dapibus.org,2016-12-04 00:00:00 +0000,2.5,1
15,Cras.vehicula@egetmassa.co.uk,2016-12-04 00:00:00 +0000,2.5,1
15,Curabitur.ut.odio@nisi.net,2016-12-04 00:00:00 +0000,2.5,1
15,dapibus.quam.quis@fames.org,2016-12-04 00:00:00 +0000,2.5,1
15,dictum.eu@nonlobortis.co.uk,2016-12-04 00:00:00 +0000,2.5,1
15,dolor.dapibus@aliquetProin.org,2016-12-04 00:00:00 +0000,2.5,1
15,eget.varius@nunc.co.uk,2016-12-04 00:00:00 +0000,2.5,1
15,faucibus@ametorciUt.net,2016-12-04 00:00:00 +0000,2.5,1
15,justo@vulputate.com,2016-12-04 00:00:00 +0000,2.5,1
15,mattis.semper@In.net,2016-12-04 00:00:00 +0000,2.5,1
15,natoque.penatibus.et@vulputatedui.net,2016-12-04 00:00:00 +0000,2.5,1
15,rhoncus.id@etrutrum.com,2016-12-04 00:00:00 +0000,2.5,1
15,sapien.molestie@acnullaIn.net,2016-12-04 00:00:00 +0000,2.5,1
15,Sed.nulla.ante@nunc.org,2016-12-04 00:00:00 +0000,2.5,1
15,sem.eget.massa@Fuscedolor.com,2016-12-04 00:00:00 +0000,2.5,1
16,aliquet.vel@Nuncmauris.co.uk,2016-12-03 00:00:00 +0000,2.5,0
16,arcu@natoquepenatibus.org,2016-12-03 00:00:00 +0000,2.5,0
16,blandit.mattis@dapibus.org,2016-12-03 00:00:00 +0000,2.5,0
16,Cras.vehicula@egetmassa.co.uk,2016-12-03 00:00:00 +0000,2.5,0
16,Curabitur.ut.odio@nisi.net,2016-12-03 00:00:00 +0000,2.5,0
16,dapibus.quam.quis@fames.org,2016-12-03 00:00:00 +0000,2.5,0
16,dictum.eu@nonlobortis.co.uk,2016-12-03 00:00:00 +0000,2.5,0
16,dolor.dapibus@aliquetProin.org,2016-12-03 00:00:00 +0000,2.5,0
16,eget.varius@nunc.co.uk,2016-12-03 00:00:00 +0000,2.5,0
16,faucibus@ametorciUt.net,2016-12-03 00:00:00 +0000,2.5,0
16,justo@vulputate.com,2016-12-03 00:00:00 +0000,2.5,0
16,mattis.semper@In.net,2016-12-03 00:00:00 +0000,2.5,0
16,natoque.penatibus.et@vulputatedui.net,2016-12-03 00:00:00 +0000,2.5,0
16,rhoncus.id@etrutrum.com,2016-12-03 00:00:00 +0000,2.5,0
16,sapien.molestie@acnullaIn.net,2016-12-03 00:00:00 +0000,2.5,0
16,Sed.nulla.ante@nunc.org,2016-12-03 00:00:00 +0000,2.5,0
16,sem.eget.massa@Fuscedolor.com,2016-12-03 00:00:00 +0000,2.5,0
17,aliquet.vel@Nuncmauris.co.uk,2016-12-02 00:00:00 +0000,2.5,1
17,arcu@natoquepenatibus.org,2016-12-02 00:00:00 +0000,2.5,1
17,blandit.mattis@dapibus.org,2016-12-02 00:00:00 +0000,2.5,1
17,Cras.vehicula@egetmassa.co.uk,2016-12-02 00:00:00 +0000,2.5,1
17,Curabitur.ut.odio@nisi.net,2016-12-02 00:00:00 +0000,2.5,1
17,dapibus.quam.quis@fames.org,2016-12-02 00:00:00 +0000,2.5,1
17,dictum.eu@nonlobortis.co.uk,2016-12-02 00:00:00 +0000,2.5,1
17,dolor.dapibus@aliquetProin.org,2016-12-02 00:00:00 +0000,2.5,1
17,eget.varius@nunc.co.uk,2016-12-02 00:00:00 +0000,2.5,1
17,faucibus@ametorciUt.net,2016-12-02 00:00:00 +0000,2.5,1
17,justo@vulputate.com,2016-12-02 00:00:00 +0000,2.5,1
17,mattis.semper@In.net,2016-12-02 00:00:00 +0000,2.5,1
17,natoque.penatibus.et@vulputatedui.net,2016-12-02 00:00:00 +0000,2.5,1
17,rhoncus.id@etrutrum.com,2016-12-02 00:00:00 +0000,2.5,1
17,sapien.molestie@acnullaIn.net,2016-12-02 00:00:00 +0000,2.5,1
17,Sed.nulla.ante@nunc.org,2016-12-02 00:00:00 +0000,2.5,1
17,sem.eget.massa@Fuscedolor.com,2016-12-02 00:00:00 +0000,2.5,1
18,aliquet.vel@Nuncmauris.co.uk,2016-12-01 00:00:00 +0000,2.5,0
18,arcu@natoquepenatibus.org,2016-12-01 00:00:00 +0000,2.5,0
18,blandit.mattis@dapibus.org,2016-12-01 00:00:00 +0000,2.5,0
18,Cras.vehicula@egetmassa.co.uk,2016-12-01 00:00:00 +0000,2.5,0
18,Curabitur.ut.odio@nisi.net,2016-12-01 00:00:00 +0000,2.5,0
18,dapibus.quam.quis@fames.org,2016-12-01 00:00:00 +0000,2.5,0
18,dictum.eu@nonlobortis.co.uk,2016-12-01 00:00:00 +0000,2.5,0
18,dolor.dapibus@aliquetProin.org,2016-12-01 00:00:00 +0000,2.5,0
18,eget.varius@nunc.co.uk,2016-12-01 00:00:00 +0000,2.5,0
18,faucibus@ametorciUt.net,2016-12-01 00:00:00 +0000,2.5,0
18,justo@vulputate.com,2016-12-01 00:00:00 +0000,2.5,0
18,mattis.semper@In.net,2016-12-01 00:00:00 +0000,2.5,0
18,natoque.penatibus.et@vulputatedui.net,2016-12-01 00:00:00 +0000,2.5,0
18,rhoncus.id@etrutrum.com,2016-12-01 00:00:00 +0000,2.5,0
18,sapien.molestie@acnullaIn.net,2016-12-01 00:00:00 +0000,2.5,0
18,Sed.nulla.ante@nunc.org,2016-12-01 00:00:00 +0000,2.5,0
18,sem.eget.massa@Fuscedolor.com,2016-12-01 00:00:00 +0000,2.5,0
19,aliquet.vel@Nuncmauris.co.uk,2016-11-30 00:00:00 +0000,2.5,1
19,arcu@natoquepenatibus.org,2016-11-30 00:00:00 +0000,2.5,1
19,blandit.mattis@dapibus.org,2016-11-30 00:00:00 +0000,2.5,1
19,Cras.vehicula@egetmassa.co.uk,2016-11-30 00:00:00 +0000,2.5,1
19,Curabitur.ut.odio@nisi.net,2016-11-30 00:00:00 +0000,2.5,1
19,dapibus.quam.quis@fames.org,2016-11-30 00:00:00 +0000,2.5,1
19,dictum.eu@nonlobortis.co.uk,2016-11-30 00:00:00 +0000,2.5,1
19,dolor.dapibus@aliquetProin.org,2016-11-30 00:00:00 +0000,2.5,1
19,eget.varius@nunc.co.uk,2016-11-30 00:00:00 +0000,2.5,1
19,faucibus@ametorciUt.net,2016-11-30 00:00:00 +0000,2.5,1
19,mattis.semper@In.net,2016-11-30 00:00:00 +0000,2.5,1
19,natoque.penatibus.et@vulputatedui.net,2016-11-30 00:00:00 +0000,2.5,1
19,rhoncus.id@etrutrum.com,2016-11-30 00:00:00 +0000,2.5,1
19,sapien.molestie@acnullaIn.net,2016-11-30 00:00:00 +0000,2.5,1
19,Sed.nulla.ante@nunc.org,2016-11-30 00:00:00 +0000,2.5,1
19,sem.eget.massa@Fuscedolor.com,2016-11-30 00:00:00 +0000,2.5,1
20,aliquet.vel@Nuncmauris.co.uk,2016-11-29 00:00:00 +0000,2.5,0
